gameid,side,league,year,patch,teamname,datacompleteness,result,win,golddiffat10,firstdragon,dragons,opp_dragons,firstbaron,barons,opp_barons,towers,opp_towers,visionscore,vspm,killsat10,opp_killsat10,tower_diff,team_vspm,kills_diff_10
ESPORTSTMNT01_2690210,Blue,LCKC,2022,12.01,BRION Challengers,complete,0,0,52.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,6.0,394.0,13.8005,0.0,0.0,-3.0,13.8005,0.0
ESPORTSTMNT01_2690210,Red,LCKC,2022,12.01,Nongshim Esports Academy,complete,1,1,-52.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0,3.0,410.0,14.3609,0.0,0.0,3.0,14.3609,0.0
ESPORTSTMNT01_2690219,Blue,LCKC,2022,12.01,T1 Esports Academy,complete,0,0,-894.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,11.0,554.0,15.7238,0.0,1.0,-8.0,15.7238,-1.0
ESPORTSTMNT01_2690219,Red,LCKC,2022,12.01,Liiv SANDBOX Youth,complete,1,1,894.0,1.0,4.0,1.0,1.0,0.0,0.0,11.0,3.0,692.0,19.6404,1.0,0.0,8.0,19.6404,1.0
ESPORTSTMNT01_2690227,Blue,LCKC,2022,12.01,KT Rolster Challengers,complete,1,1,53.0,1.0,4.0,1.0,1.0,0.0,0.0,11.0,2.0,528.0,16.065,0.0,0.0,9.0,16.065,0.0
ESPORTSTMNT01_2690227,Red,LCKC,2022,12.01,Gen.G Global Academy,complete,0,0,-53.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,11.0,478.0,14.5436,0.0,0.0,-9.0,14.5436,0.0
ESPORTSTMNT01_2690255,Blue,LCKC,2022,12.01,Dplus KIA Challengers,complete,0,0,99.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,9.0,594.0,14.3248,0.0,0.0,-4.0,14.3248,0.0
ESPORTSTMNT01_2690255,Red,LCKC,2022,12.01,DRX Challengers,complete,1,1,-99.0,1.0,2.0,4.0,1.0,0.0,0.0,9.0,5.0,760.0,18.328000000000003,0.0,0.0,4.0,18.328000000000003,0.0
ESPORTSTMNT01_2690264,Blue,LCKC,2022,12.01,DN Freecs Challengers,complete,1,1,478.0,0.0,1.0,4.0,1.0,0.0,0.0,11.0,1.0,510.0,15.1485,0.0,0.0,10.0,15.1485,0.0
ESPORTSTMNT01_2690264,Red,LCKC,2022,12.01,Hanwha Life Esports Challengers,complete,0,0,-478.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,11.0,470.0,13.9604,0.0,0.0,-10.0,13.9604,0.0
ESPORTSTMNT01_2690302,Blue,NLC,2022,12.01,Vanir,complete,1,1,-253.0,1.0,5.0,3.0,0.0,0.0,0.0,8.0,7.0,744.0,15.3402,0.0,0.0,1.0,15.3402,0.0
ESPORTSTMNT01_2690302,Red,NLC,2022,12.01,Team Singularity,complete,0,0,253.0,0.0,3.0,5.0,1.0,0.0,0.0,7.0,8.0,730.0,15.0516,0.0,0.0,-1.0,15.0516,0.0
ESPORTSTMNT01_2690328,Blue,NLC,2022,12.01,Bifrost,complete,1,1,306.0,0.0,3.0,2.0,1.0,0.0,0.0,9.0,2.0,536.0,15.8268,1.0,0.0,7.0,15.8268,1.0
ESPORTSTMNT01_2690328,Red,NLC,2022,12.01,MNM Gaming,complete,0,0,-306.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,9.0,458.0,13.5236,0.0,1.0,-7.0,13.5236,-1.0
ESPORTSTMNT01_2690351,Blue,NLC,2022,12.01,NYYRIKKI,complete,0,0,-129.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,11.0,532.0,15.0424,0.0,0.0,-9.0,15.0424,0.0
ESPORTSTMNT01_2690351,Red,NLC,2022,12.01,Astralis Talent,complete,1,1,129.0,0.0,3.0,2.0,1.0,0.0,0.0,11.0,2.0,514.0,14.5334,0.0,0.0,9.0,14.5334,0.0
ESPORTSTMNT01_2690370,Blue,NLC,2022,12.01,Riddle Esports,complete,0,0,-205.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,438.0,14.2517,0.0,0.0,-10.0,14.2517,0.0
ESPORTSTMNT01_2690370,Red,NLC,2022,12.01,X7 Esports,complete,1,1,205.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,0.0,410.0,13.3406,0.0,0.0,10.0,13.3406,0.0
ESPORTSTMNT01_2690390,Blue,NLC,2022,12.01,Dusty,complete,0,0,-401.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,10.0,310.0,12.07,0.0,0.0,-8.0,12.07,0.0
ESPORTSTMNT01_2690390,Red,NLC,2022,12.01,JD|XL,complete,1,1,401.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,2.0,290.0,11.2914,0.0,0.0,8.0,11.2914,0.0
ESPORTSTMNT01_2690439,Blue,LCKC,2022,12.01,Hanwha Life Esports Challengers,complete,1,1,-7.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,2.0,464.0,15.1965,1.0,0.0,5.0,15.1965,1.0
ESPORTSTMNT01_2690439,Red,LCKC,2022,12.01,T1 Esports Academy,complete,0,0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,7.0,476.0,15.5896,0.0,1.0,-5.0,15.5896,-1.0
ESPORTSTMNT01_2690444,Blue,LCKC,2022,12.01,Nongshim Esports Academy,complete,0,0,-43.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,9.0,310.0,12.253,0.0,0.0,-7.0,12.253,0.0
ESPORTSTMNT01_2690444,Red,LCKC,2022,12.01,Dplus KIA Challengers,complete,1,1,43.0,0.0,3.0,1.0,1.0,1.0,0.0,9.0,2.0,358.0,14.1501,0.0,0.0,7.0,14.1501,0.0
ESPORTSTMNT01_2690460,Blue,LCKC,2022,12.01,KT Rolster Challengers,complete,0,0,-565.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,404.0,13.812100000000001,0.0,0.0,-5.0,13.812100000000001,0.0
ESPORTSTMNT01_2690460,Red,LCKC,2022,12.01,DRX Challengers,complete,1,1,565.0,1.0,4.0,0.0,1.0,0.0,0.0,8.0,3.0,480.0,16.4102,0.0,0.0,5.0,16.4102,0.0
ESPORTSTMNT01_2690464,Blue,LCKC,2022,12.01,BRION Challengers,complete,0,0,-557.0,0.0,4.0,3.0,1.0,0.0,0.0,6.0,11.0,578.0,13.5046,0.0,0.0,-5.0,13.5046,0.0
ESPORTSTMNT01_2690464,Red,LCKC,2022,12.01,DN Freecs Challengers,complete,1,1,557.0,1.0,3.0,4.0,0.0,0.0,0.0,11.0,6.0,668.0,15.6075,0.0,0.0,5.0,15.6075,0.0
ESPORTSTMNT01_2690479,Blue,LCKC,2022,12.01,Liiv SANDBOX Youth,complete,1,1,653.0,0.0,2.0,2.0,1.0,1.0,0.0,11.0,1.0,566.0,18.0542,0.0,0.0,10.0,18.0542,0.0
ESPORTSTMNT01_2690479,Red,LCKC,2022,12.01,Gen.G Global Academy,complete,0,0,-653.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,11.0,398.0,12.6953,0.0,0.0,-10.0,12.6953,0.0
ESPORTSTMNT01_2690695,Blue,LCK,2022,12.01,DRX,complete,0,0,-678.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,524.0,15.1884,0.0,1.0,-6.0,15.1884,-1.0
ESPORTSTMNT01_2690695,Red,LCK,2022,12.01,Liiv SANDBOX,complete,1,1,678.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,3.0,506.0,14.6667,1.0,0.0,6.0,14.6667,1.0
ESPORTSTMNT01_2690705,Blue,LCK,2022,12.01,T1,complete,1,1,-258.0,1.0,5.0,0.0,1.0,0.0,0.0,7.0,2.0,664.0,17.8414,0.0,0.0,5.0,17.8414,0.0
ESPORTSTMNT01_2690705,Red,LCK,2022,12.01,DN Freecs,complete,0,0,258.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,7.0,640.0,17.1966,0.0,0.0,-5.0,17.1966,0.0
ESPORTSTMNT01_2690725,Blue,LCK,2022,12.01,DN Freecs,complete,0,0,1274.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,10.0,362.0,14.4225,0.0,0.0,-8.0,14.4225,0.0
ESPORTSTMNT01_2690725,Red,LCK,2022,12.01,T1,complete,1,1,-1274.0,1.0,3.0,0.0,1.0,0.0,0.0,10.0,2.0,404.0,16.0956,0.0,0.0,8.0,16.0956,0.0
ESPORTSTMNT01_2690815,Blue,NLC,2022,12.01,MNM Gaming,complete,0,0,806.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,8.0,330.0,11.2629,1.0,0.0,-5.0,11.2629,1.0
ESPORTSTMNT01_2690815,Red,NLC,2022,12.01,Vanir,complete,1,1,-806.0,0.0,1.0,3.0,1.0,0.0,0.0,8.0,3.0,510.0,17.4062,0.0,1.0,5.0,17.4062,-1.0
ESPORTSTMNT01_2690835,Blue,NLC,2022,12.01,Riddle Esports,complete,1,1,445.0,0.0,4.0,1.0,0.0,0.0,0.0,11.0,3.0,572.0,15.3078,0.0,0.0,8.0,15.3078,0.0
ESPORTSTMNT01_2690835,Red,NLC,2022,12.01,NYYRIKKI,complete,0,0,-445.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0,11.0,566.0,15.1472,0.0,0.0,-8.0,15.1472,0.0
ESPORTSTMNT01_2690862,Blue,NLC,2022,12.01,Astralis Talent,complete,1,1,-106.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,3.0,462.0,14.4074,0.0,0.0,8.0,14.4074,0.0
ESPORTSTMNT01_2690862,Red,NLC,2022,12.01,Team Singularity,complete,0,0,106.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,11.0,458.0,14.2827,0.0,0.0,-8.0,14.2827,0.0
ESPORTSTMNT01_2690882,Blue,NLC,2022,12.01,Bifrost,complete,1,1,157.0,0.0,2.0,2.0,1.0,0.0,0.0,9.0,2.0,308.0,12.4027,0.0,0.0,7.0,12.4027,0.0
ESPORTSTMNT01_2690882,Red,NLC,2022,12.01,Dusty,complete,0,0,-157.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,9.0,316.0,12.7248,0.0,0.0,-7.0,12.7248,0.0
ESPORTSTMNT01_2690906,Blue,NLC,2022,12.01,JD|XL,complete,0,0,-299.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,10.0,472.0,12.8612,0.0,0.0,-7.0,12.8612,0.0
ESPORTSTMNT01_2690906,Red,NLC,2022,12.01,X7 Esports,complete,1,1,299.0,0.0,3.0,3.0,1.0,0.0,0.0,10.0,3.0,528.0,14.3869,0.0,0.0,7.0,14.3869,0.0
ESPORTSTMNT01_2691079,Blue,LCKC,2022,12.01,Hanwha Life Esports Challengers,complete,0,0,-463.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,9.0,424.0,12.7839,0.0,1.0,-6.0,12.7839,-1.0
ESPORTSTMNT01_2691079,Red,LCKC,2022,12.01,BRION Challengers,complete,1,1,463.0,1.0,4.0,1.0,1.0,0.0,0.0,9.0,3.0,536.0,16.160899999999998,1.0,0.0,6.0,16.160899999999998,1.0
ESPORTSTMNT01_2691080,Blue,LCKC,2022,12.01,DN Freecs Challengers,complete,0,0,-244.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,9.0,472.0,14.1177,1.0,1.0,-6.0,14.1177,0.0
ESPORTSTMNT01_2691080,Red,LCKC,2022,12.01,Dplus KIA Challengers,complete,1,1,244.0,1.0,4.0,2.0,1.0,0.0,0.0,9.0,3.0,560.0,16.7498,1.0,1.0,6.0,16.7498,0.0
ESPORTSTMNT01_2691081,Blue,LCKC,2022,12.01,Liiv SANDBOX Youth,complete,0,0,-175.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,11.0,310.0,11.4886,1.0,0.0,-8.0,11.4886,1.0
ESPORTSTMNT01_2691081,Red,LCKC,2022,12.01,DRX Challengers,complete,1,1,175.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,3.0,436.0,16.1581,0.0,1.0,8.0,16.1581,-1.0
ESPORTSTMNT01_2691082,Blue,LCKC,2022,12.01,KT Rolster Challengers,complete,0,0,-1312.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,346.0,12.8147,0.0,2.0,-5.0,12.8147,-2.0
ESPORTSTMNT01_2691082,Red,LCKC,2022,12.01,Nongshim Esports Academy,complete,1,1,1312.0,1.0,4.0,0.0,1.0,0.0,0.0,7.0,2.0,282.0,10.444600000000001,2.0,0.0,5.0,10.444600000000001,2.0
ESPORTSTMNT01_2691269,Blue,PRM,2022,12.01,WAVE Esports,complete,0,0,181.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,11.0,286.0,10.2571,0.0,0.0,-9.0,10.2571,0.0
ESPORTSTMNT01_2691269,Red,PRM,2022,12.01,MOUZ NXT,complete,1,1,-181.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,2.0,358.0,12.8393,0.0,0.0,9.0,12.8393,0.0
ESPORTSTMNT01_2691284,Blue,PRM,2022,12.01,Eintracht Spandau,complete,0,0,-1115.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,10.0,578.0,16.2664,0.0,1.0,-8.0,16.2664,-1.0
ESPORTSTMNT01_2691284,Red,PRM,2022,12.01,SK Gaming Prime,complete,1,1,1115.0,0.0,4.0,2.0,1.0,0.0,0.0,10.0,2.0,532.0,14.9719,1.0,0.0,8.0,14.9719,1.0
ESPORTSTMNT01_2691301,Blue,PRM,2022,12.01,Berlin International Gaming,complete,0,0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,9.0,442.0,15.137,0.0,0.0,-7.0,15.137,0.0
ESPORTSTMNT01_2691301,Red,PRM,2022,12.01,GamerLegion,complete,1,1,-3.0,1.0,3.0,1.0,1.0,0.0,0.0,9.0,2.0,416.0,14.2466,0.0,0.0,7.0,14.2466,0.0
ESPORTSTMNT01_2691334,Blue,PRM,2022,12.01,FC Schalke 04 Esports,complete,1,1,-89.0,0.0,3.0,2.0,1.0,0.0,0.0,9.0,2.0,520.0,16.9751,1.0,2.0,7.0,16.9751,-1.0
ESPORTSTMNT01_2691334,Red,PRM,2022,12.01,E WIE EINFACH E-SPORTS,complete,0,0,89.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,9.0,374.0,12.209,2.0,1.0,-7.0,12.209,1.0
ESPORTSTMNT01_2691349,Blue,PRM,2022,12.01,Unicorns of Love Sexy Edition,complete,1,1,-83.0,0.0,3.0,2.0,1.0,0.0,0.0,10.0,3.0,380.0,12.3845,0.0,0.0,7.0,12.3845,0.0
ESPORTSTMNT01_2691349,Red,PRM,2022,12.01,PENTA 1860,complete,0,0,83.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,10.0,420.0,13.6882,0.0,0.0,-7.0,13.6882,0.0
ESPORTSTMNT01_2691376,Blue,PGC,2022,12.01,Immortals Area of Effect,complete,0,0,-720.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,344.0,10.0683,0.0,1.0,-11.0,10.0683,-1.0
ESPORTSTMNT01_2691376,Red,PGC,2022,12.01,Winthrop University,complete,1,1,720.0,1.0,5.0,0.0,1.0,0.0,0.0,11.0,0.0,458.0,13.4049,1.0,0.0,11.0,13.4049,1.0
ESPORTSTMNT01_2691392,Blue,PGC,2022,12.01,Winthrop University,complete,0,0,-940.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,8.0,240.0,9.6579,0.0,2.0,-7.0,9.6579,-2.0
ESPORTSTMNT01_2691392,Red,PGC,2022,12.01,Immortals Area of Effect,complete,1,1,940.0,1.0,3.0,1.0,1.0,0.0,0.0,8.0,1.0,284.0,11.4287,2.0,0.0,7.0,11.4287,2.0
ESPORTSTMNT01_2691491,Blue,LCKC,2022,12.01,T1 Esports Academy,complete,1,1,1114.0,1.0,4.0,0.0,1.0,0.0,0.0,10.0,5.0,510.0,14.5162,1.0,0.0,5.0,14.5162,1.0
ESPORTSTMNT01_2691491,Red,LCKC,2022,12.01,BRION Challengers,complete,0,0,-1114.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,10.0,460.0,13.0929,0.0,1.0,-5.0,13.0929,-1.0
ESPORTSTMNT01_2691492,Blue,LCKC,2022,12.01,Nongshim Esports Academy,complete,0,0,-1429.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,10.0,526.0,15.923300000000001,0.0,1.0,-8.0,15.923300000000001,-1.0
ESPORTSTMNT01_2691492,Red,LCKC,2022,12.01,Liiv SANDBOX Youth,complete,1,1,1429.0,1.0,3.0,2.0,1.0,0.0,0.0,10.0,2.0,690.0,20.888,1.0,0.0,8.0,20.888,1.0
ESPORTSTMNT01_2691493,Blue,LCKC,2022,12.01,Gen.G Global Academy,complete,0,0,-90.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,10.0,432.0,12.0278,0.0,0.0,-7.0,12.0278,0.0
ESPORTSTMNT01_2691493,Red,LCKC,2022,12.01,DRX Challengers,complete,1,1,90.0,1.0,5.0,0.0,1.0,0.0,0.0,10.0,3.0,552.0,15.3689,0.0,0.0,7.0,15.3689,0.0
ESPORTSTMNT01_2691494,Blue,LCKC,2022,12.01,KT Rolster Challengers,complete,1,1,-70.0,1.0,3.0,1.0,0.0,0.0,0.0,11.0,3.0,390.0,14.199,0.0,0.0,8.0,14.199,0.0
ESPORTSTMNT01_2691494,Red,LCKC,2022,12.01,DN Freecs Challengers,complete,0,0,70.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,11.0,390.0,14.1989,0.0,0.0,-8.0,14.1989,0.0
ESPORTSTMNT01_2691507,Blue,LCK,2022,12.01,DRX,complete,0,0,-35.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,376.0,12.6883,0.0,0.0,-5.0,12.6883,0.0
ESPORTSTMNT01_2691507,Red,LCK,2022,12.01,Gen.G,complete,1,1,35.0,1.0,3.0,0.0,1.0,0.0,0.0,9.0,4.0,512.0,17.2778,0.0,0.0,5.0,17.2778,0.0
ESPORTSTMNT01_2691515,Blue,LCK,2022,12.01,Gen.G,complete,1,1,1216.0,1.0,2.0,1.0,1.0,0.0,0.0,11.0,0.0,418.0,16.1182,1.0,0.0,11.0,16.1182,1.0
ESPORTSTMNT01_2691515,Red,LCK,2022,12.01,DRX,complete,0,0,-1216.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,324.0,12.4936,0.0,1.0,-11.0,12.4936,-1.0
ESPORTSTMNT01_2691518,Blue,LCK,2022,12.01,BRION,complete,1,1,-262.0,1.0,4.0,1.0,1.0,0.0,0.0,8.0,5.0,762.0,17.8038,1.0,0.0,3.0,17.8038,1.0
ESPORTSTMNT01_2691518,Red,LCK,2022,12.01,T1,complete,0,0,262.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,8.0,680.0,15.8879,0.0,1.0,-3.0,15.8879,-1.0
ESPORTSTMNT01_2691546,Blue,LCK,2022,12.01,T1,complete,1,1,111.0,0.0,5.0,3.0,0.0,0.0,0.0,10.0,8.0,774.0,16.8506,0.0,0.0,2.0,16.8506,0.0
ESPORTSTMNT01_2691546,Red,LCK,2022,12.01,BRION,complete,0,0,-111.0,1.0,3.0,5.0,1.0,0.0,0.0,8.0,10.0,816.0,17.7648,0.0,0.0,-2.0,17.7648,0.0
ESPORTSTMNT01_2691557,Blue,LCK,2022,12.01,BRION,complete,0,0,45.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,11.0,604.0,14.5718,0.0,0.0,-9.0,14.5718,0.0
ESPORTSTMNT01_2691557,Red,LCK,2022,12.01,T1,complete,1,1,-45.0,0.0,5.0,1.0,1.0,0.0,0.0,11.0,2.0,810.0,19.5415,0.0,0.0,9.0,19.5415,0.0
ESPORTSTMNT01_2691713,Blue,LCS,2022,12.01,TSM,complete,0,0,722.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,306.0,11.511,0.0,0.0,-11.0,11.511,0.0
ESPORTSTMNT01_2691713,Red,LCS,2022,12.01,100 Thieves,complete,1,1,-722.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,0.0,414.0,15.5736,0.0,0.0,11.0,15.5736,0.0
ESPORTSTMNT01_2692054,Blue,LCS,2022,12.01,Dignitas,complete,0,0,199.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,292.0,11.5036,1.0,0.0,-9.0,11.5036,1.0
ESPORTSTMNT01_2692054,Red,LCS,2022,12.01,Team Liquid,complete,1,1,-199.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,0.0,384.0,15.128,0.0,1.0,9.0,15.128,-1.0
ESPORTSTMNT01_2692264,Blue,LCK,2022,12.01,Dplus KIA,complete,0,0,156.0,0.0,2.0,3.0,1.0,0.0,0.0,5.0,9.0,584.0,16.583099999999998,0.0,0.0,-4.0,16.583099999999998,0.0
ESPORTSTMNT01_2692264,Red,LCK,2022,12.01,Gen.G,complete,1,1,-156.0,1.0,3.0,2.0,0.0,0.0,0.0,9.0,5.0,526.0,14.9361,0.0,0.0,4.0,14.9361,0.0
ESPORTSTMNT01_2692407,Blue,LEC,2022,12.01,Rogue,complete,1,1,111.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,1.0,358.0,14.552900000000001,1.0,2.0,9.0,14.552900000000001,-1.0
ESPORTSTMNT01_2692407,Red,LEC,2022,12.01,Astralis,complete,0,0,-111.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,276.0,11.2195,2.0,1.0,-9.0,11.2195,1.0
ESPORTSTMNT01_2692425,Blue,LEC,2022,12.01,SK Gaming,complete,0,0,149.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,9.0,500.0,14.9328,2.0,1.0,-6.0,14.9328,1.0
ESPORTSTMNT01_2692425,Red,LEC,2022,12.01,Fnatic,complete,1,1,-149.0,0.0,2.0,2.0,1.0,0.0,0.0,9.0,3.0,576.0,17.2025,1.0,2.0,6.0,17.2025,-1.0
ESPORTSTMNT01_2692441,Blue,LEC,2022,12.01,MAD Lions KOI,complete,1,1,-186.0,0.0,2.0,1.0,1.0,0.0,0.0,11.0,2.0,364.0,13.633,0.0,0.0,9.0,13.633,0.0
ESPORTSTMNT01_2692441,Red,LEC,2022,12.01,G2 Esports,complete,0,0,186.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,11.0,308.0,11.5357,0.0,0.0,-9.0,11.5357,0.0
ESPORTSTMNT01_2692497,Blue,LCS,2022,12.01,Team Liquid,complete,1,1,247.0,0.0,2.0,2.0,1.0,0.0,0.0,11.0,3.0,480.0,15.938,0.0,0.0,8.0,15.938,0.0
ESPORTSTMNT01_2692497,Red,LCS,2022,12.01,Counter Logic Gaming,complete,0,0,-247.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,11.0,396.0,13.1488,0.0,0.0,-8.0,13.1488,0.0
ESPORTSTMNT01_2692529,Blue,LCS,2022,12.01,TSM,complete,0,0,136.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9.0,386.0,13.2343,0.0,0.0,-7.0,13.2343,0.0
ESPORTSTMNT01_2692529,Red,LCS,2022,12.01,Cloud9,complete,1,1,-136.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,2.0,416.0,14.2629,0.0,0.0,7.0,14.2629,0.0
ESPORTSTMNT01_2692548,Blue,LCS,2022,12.01,Evil Geniuses,complete,1,1,691.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,1.0,540.0,17.0257,1.0,0.0,10.0,17.0257,1.0
ESPORTSTMNT01_2692548,Red,LCS,2022,12.01,Immortals,complete,0,0,-691.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,11.0,472.0,14.8818,0.0,1.0,-10.0,14.8818,-1.0
ESPORTSTMNT01_2692567,Blue,LCS,2022,12.01,Golden Guardians,complete,0,0,-45.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,9.0,416.0,13.5138,0.0,0.0,-6.0,13.5138,0.0
ESPORTSTMNT01_2692567,Red,LCS,2022,12.01,FlyQuest,complete,1,1,45.0,1.0,1.0,3.0,1.0,0.0,0.0,9.0,3.0,434.0,14.0985,0.0,0.0,6.0,14.0985,0.0
ESPORTSTMNT01_2692672,Blue,LCKC,2022,12.01,Liiv SANDBOX Youth,complete,1,1,262.0,0.0,2.0,2.0,1.0,1.0,0.0,9.0,4.0,570.0,17.7478,0.0,0.0,5.0,17.7478,0.0
ESPORTSTMNT01_2692672,Red,LCKC,2022,12.01,DN Freecs Challengers,complete,0,0,-262.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,9.0,388.0,12.0809,0.0,0.0,-5.0,12.0809,0.0
ESPORTSTMNT01_2692687,Blue,LCKC,2022,12.01,Dplus KIA Challengers,complete,0,0,-96.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,11.0,402.0,13.1731,0.0,0.0,-10.0,13.1731,0.0
ESPORTSTMNT01_2692687,Red,LCKC,2022,12.01,BRION Challengers,complete,1,1,96.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,1.0,440.0,14.4184,0.0,0.0,10.0,14.4184,0.0
ESPORTSTMNT01_2692705,Blue,LCKC,2022,12.01,Nongshim Esports Academy,complete,1,1,852.0,0.0,3.0,2.0,1.0,0.0,0.0,10.0,1.0,444.0,13.839,0.0,0.0,9.0,13.839,0.0
ESPORTSTMNT01_2692705,Red,LCKC,2022,12.01,Gen.G Global Academy,complete,0,0,-852.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,10.0,428.0,13.3403,0.0,0.0,-9.0,13.3403,0.0
ESPORTSTMNT01_2692722,Blue,LCKC,2022,12.01,DRX Challengers,complete,1,1,92.0,1.0,3.0,2.0,1.0,0.0,0.0,8.0,3.0,522.0,15.5357,1.0,0.0,5.0,15.5357,1.0
ESPORTSTMNT01_2692722,Red,LCKC,2022,12.01,T1 Esports Academy,complete,0,0,-92.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,8.0,550.0,16.3691,0.0,1.0,-5.0,16.3691,-1.0
ESPORTSTMNT01_2692750,Blue,LCKC,2022,12.01,Hanwha Life Esports Challengers,complete,1,1,303.0,1.0,4.0,1.0,1.0,0.0,0.0,9.0,1.0,512.0,16.6504,0.0,0.0,8.0,16.6504,0.0
ESPORTSTMNT01_2692750,Red,LCKC,2022,12.01,KT Rolster Challengers,complete,0,0,-303.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,9.0,502.0,16.3252,0.0,0.0,-8.0,16.3252,0.0
ESPORTSTMNT01_2692918,Blue,LVP SL,2022,12.01,KOI,complete,1,1,-52.0,0.0,2.0,2.0,1.0,1.0,0.0,7.0,2.0,330.0,12.8404,0.0,0.0,5.0,12.8404,0.0
ESPORTSTMNT01_2692918,Red,LVP SL,2022,12.01,MAD Lions Madrid,complete,0,0,52.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,7.0,322.0,12.5292,0.0,0.0,-5.0,12.5292,0.0
ESPORTSTMNT01_2692951,Blue,LVP SL,2022,12.01,UCAM Esports,complete,0,0,-550.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,10.0,390.0,12.5536,1.0,0.0,-8.0,12.5536,1.0
ESPORTSTMNT01_2692951,Red,LVP SL,2022,12.01,G2 Arctic,complete,1,1,550.0,0.0,3.0,1.0,1.0,2.0,0.0,10.0,2.0,474.0,15.2575,0.0,1.0,8.0,15.2575,-1.0
ESPORTSTMNT01_2692980,Blue,LVP SL,2022,12.01,Barça eSports,complete,0,0,187.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,11.0,380.0,12.7803,0.0,0.0,-8.0,12.7803,0.0
