gameid,side,league,year,patch,teamname,datacompleteness,result,win,golddiffat10,firstdragon,dragons,opp_dragons,firstbaron,barons,opp_barons,towers,opp_towers,visionscore,vspm,killsat10,opp_killsat10,tower_diff,team_vspm,kills_diff_10
ESPORTSTMNT01_2780160,Red,SL (LATAM),2022,12.04,Instinct Gaming,complete,0,0,-31.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,7.0,498.0,14.9102,1.0,1.0,-4.0,14.9102,0.0
ESPORTSTMNT01_2780165,Blue,DDH,2022,12.04,Zylant Esports,complete,1,1,183.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,1.0,436.0,14.0042,0.0,0.0,10.0,14.0042,0.0
ESPORTSTMNT01_2780165,Red,DDH,2022,12.04,Tomorrow Esports,complete,0,0,-183.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,11.0,380.0,12.2056,0.0,0.0,-10.0,12.2056,0.0
ESPORTSTMNT01_2780175,Blue,VL,2022,12.04,Descuydado Aucas Esports,complete,1,1,1199.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,1.0,504.0,16.417,1.0,0.0,9.0,16.417,1.0
ESPORTSTMNT01_2780175,Red,VL,2022,12.04,Skull Cracker,complete,0,0,-1199.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,10.0,348.0,11.3356,0.0,1.0,-9.0,11.3356,-1.0
ESPORTSTMNT01_2780192,Blue,LCSA,2022,12.04,FlyQuest Academy,complete,1,1,300.0,1.0,2.0,2.0,1.0,0.0,0.0,9.0,4.0,412.0,13.5898,0.0,0.0,5.0,13.5898,0.0
ESPORTSTMNT01_2780192,Red,LCSA,2022,12.04,Dignitas Academy,complete,0,0,-300.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,9.0,448.0,14.7774,0.0,0.0,-5.0,14.7774,0.0
ESPORTSTMNT01_2780207,Blue,DDH,2022,12.04,Zylant Esports,complete,1,1,-59.0,0.0,2.0,1.0,1.0,0.0,0.0,11.0,1.0,360.0,13.864,0.0,0.0,10.0,13.864,0.0
ESPORTSTMNT01_2780207,Red,DDH,2022,12.04,Tomorrow Esports,complete,0,0,59.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,292.0,11.2452,0.0,0.0,-10.0,11.2452,0.0
ESPORTSTMNT01_2780208,Blue,VL,2022,12.04,Waia Snikt,complete,0,0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9.0,402.0,13.689,1.0,0.0,-7.0,13.689,1.0
ESPORTSTMNT01_2780208,Red,VL,2022,12.04,GeekSide Esports,complete,1,1,-15.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,2.0,426.0,14.5062,0.0,1.0,7.0,14.5062,-1.0
ESPORTSTMNT01_2780209,Blue,LMF,2022,12.04,EBRO,complete,1,1,154.0,1.0,5.0,3.0,0.0,1.0,0.0,9.0,9.0,944.0,18.4136,0.0,0.0,0.0,18.4136,0.0
ESPORTSTMNT01_2780209,Red,LMF,2022,12.04,Leviatan,complete,0,0,-154.0,0.0,3.0,5.0,1.0,0.0,1.0,9.0,9.0,824.0,16.0729,0.0,0.0,0.0,16.0729,0.0
ESPORTSTMNT01_2780217,Blue,LCSA,2022,12.04,Dignitas Academy,complete,1,1,597.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,0.0,364.0,14.293099999999999,0.0,0.0,9.0,14.293099999999999,0.0
ESPORTSTMNT01_2780217,Red,LCSA,2022,12.04,FlyQuest Academy,complete,0,0,-597.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,270.0,10.6021,0.0,0.0,-9.0,10.6021,0.0
ESPORTSTMNT01_2780228,Blue,SL (LATAM),2022,12.04,Incubus,complete,1,1,133.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,1.0,270.0,11.8248,0.0,0.0,8.0,11.8248,0.0
ESPORTSTMNT01_2780228,Red,SL (LATAM),2022,12.04,Club Deportivo Municipal,complete,0,0,-133.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,236.0,10.3358,0.0,0.0,-8.0,10.3358,0.0
ESPORTSTMNT01_2780233,Blue,VL,2022,12.04,AceS GaminG,complete,1,1,-393.0,0.0,3.0,3.0,1.0,0.0,0.0,10.0,4.0,654.0,17.2711,0.0,0.0,6.0,17.2711,0.0
ESPORTSTMNT01_2780233,Red,VL,2022,12.04,Pirate Dream,complete,0,0,393.0,1.0,3.0,3.0,0.0,0.0,0.0,4.0,10.0,612.0,16.162,0.0,0.0,-6.0,16.162,0.0
ESPORTSTMNT01_2780234,Blue,DDH,2022,12.04,Arctic Gaming México,complete,1,1,139.0,1.0,4.0,0.0,1.0,0.0,0.0,10.0,2.0,450.0,13.8248,2.0,0.0,8.0,13.8248,2.0
ESPORTSTMNT01_2780234,Red,DDH,2022,12.04,Six Karma,complete,0,0,-139.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,10.0,462.0,14.1936,0.0,2.0,-8.0,14.1936,-2.0
ESPORTSTMNT01_2780273,Blue,DDH,2022,12.04,Arctic Gaming México,complete,1,1,207.0,1.0,3.0,1.0,1.0,0.0,0.0,8.0,2.0,446.0,13.7725,0.0,0.0,6.0,13.7725,0.0
ESPORTSTMNT01_2780273,Red,DDH,2022,12.04,Six Karma,complete,0,0,-207.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,8.0,456.0,14.0814,0.0,0.0,-6.0,14.0814,0.0
ESPORTSTMNT01_2780338,Blue,LCK,2022,12.04,Gen.G,complete,0,0,-268.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,10.0,538.0,15.2769,1.0,1.0,-7.0,15.2769,0.0
ESPORTSTMNT01_2780338,Red,LCK,2022,12.04,DN Freecs,complete,1,1,268.0,0.0,3.0,3.0,1.0,1.0,0.0,10.0,3.0,698.0,19.8202,1.0,1.0,7.0,19.8202,0.0
ESPORTSTMNT01_2780421,Blue,HC,2022,12.04,Inaequalis,complete,1,1,-30.0,0.0,3.0,2.0,1.0,0.0,0.0,8.0,6.0,472.0,14.8428,0.0,0.0,2.0,14.8428,0.0
ESPORTSTMNT01_2780421,Red,HC,2022,12.04,eKoVy,complete,0,0,30.0,1.0,2.0,3.0,0.0,0.0,0.0,6.0,8.0,356.0,11.1949,0.0,0.0,-2.0,11.1949,0.0
ESPORTSTMNT01_2780454,Blue,HC,2022,12.04,Dark Tigers Academy,complete,0,0,454.0,0.0,6.0,2.0,1.0,0.0,0.0,8.0,11.0,752.0,16.0227,1.0,0.0,-3.0,16.0227,1.0
ESPORTSTMNT01_2780454,Red,HC,2022,12.04,ERKO Esports,complete,1,1,-454.0,1.0,2.0,6.0,0.0,0.0,0.0,11.0,8.0,506.0,10.7813,0.0,1.0,3.0,10.7813,-1.0
ESPORTSTMNT01_2780492,Blue,HC,2022,12.04,Inside Games Challengers,complete,1,1,-127.0,0.0,2.0,3.0,1.0,0.0,0.0,8.0,5.0,488.0,15.0307,0.0,0.0,3.0,15.0307,0.0
ESPORTSTMNT01_2780492,Red,HC,2022,12.04,Team Sampi,complete,0,0,127.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,8.0,440.0,13.5523,0.0,0.0,-3.0,13.5523,0.0
ESPORTSTMNT01_2780527,Blue,HC,2022,12.04,Rulers Esports,complete,0,0,414.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,10.0,262.0,7.9194,0.0,0.0,-9.0,7.9194,0.0
ESPORTSTMNT01_2780527,Red,HC,2022,12.04,KIA.eSuba Academy,complete,1,1,-414.0,1.0,4.0,1.0,1.0,0.0,0.0,10.0,1.0,468.0,14.1461,0.0,0.0,9.0,14.1461,0.0
ESPORTSTMNT01_2780732,Blue,LCS,2022,12.04,Evil Geniuses,complete,1,1,-313.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,1.0,662.0,18.071,0.0,0.0,8.0,18.071,0.0
ESPORTSTMNT01_2780732,Red,LCS,2022,12.04,Immortals,complete,0,0,313.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,9.0,534.0,14.5768,0.0,0.0,-8.0,14.5768,0.0
ESPORTSTMNT01_2780787,Blue,LCS,2022,12.04,TSM,complete,0,0,-211.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,11.0,460.0,14.2563,0.0,0.0,-5.0,14.2563,0.0
ESPORTSTMNT01_2780787,Red,LCS,2022,12.04,FlyQuest,complete,1,1,211.0,1.0,5.0,0.0,1.0,0.0,0.0,11.0,6.0,486.0,15.062,0.0,0.0,5.0,15.062,0.0
ESPORTSTMNT01_2780809,Blue,LCS,2022,12.04,Team Liquid,complete,1,1,21.0,1.0,3.0,1.0,1.0,0.0,0.0,7.0,3.0,556.0,17.1516,0.0,0.0,4.0,17.1516,0.0
ESPORTSTMNT01_2780809,Red,LCS,2022,12.04,100 Thieves,complete,0,0,-21.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,7.0,508.0,15.671,0.0,0.0,-4.0,15.671,0.0
ESPORTSTMNT01_2780834,Blue,LCS,2022,12.04,Cloud9,complete,1,1,1454.0,1.0,1.0,3.0,1.0,0.0,0.0,11.0,0.0,348.0,12.755,1.0,0.0,11.0,12.755,1.0
ESPORTSTMNT01_2780834,Red,LCS,2022,12.04,Golden Guardians,complete,0,0,-1454.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,336.0,12.3152,0.0,1.0,-11.0,12.3152,-1.0
ESPORTSTMNT01_2780840,Blue,LCS,2022,12.04,Counter Logic Gaming,complete,0,0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,9.0,440.0,14.79,0.0,0.0,-5.0,14.79,0.0
ESPORTSTMNT01_2780840,Red,LCS,2022,12.04,Dignitas,complete,1,1,-35.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,4.0,518.0,17.4118,0.0,0.0,5.0,17.4118,0.0
ESPORTSTMNT01_2780901,Blue,LCK,2022,12.04,Liiv SANDBOX,complete,0,0,-185.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,10.0,390.0,12.6693,0.0,1.0,-7.0,12.6693,-1.0
ESPORTSTMNT01_2780901,Red,LCK,2022,12.04,DRX,complete,1,1,185.0,1.0,3.0,1.0,1.0,0.0,0.0,10.0,3.0,532.0,17.2821,1.0,0.0,7.0,17.2821,1.0
ESPORTSTMNT01_2780943,Blue,LJL,2022,12.04,Burning Core Toyama,complete,1,1,1720.0,0.0,3.0,3.0,0.0,0.0,2.0,9.0,3.0,770.0,17.9419,2.0,0.0,6.0,17.9419,2.0
ESPORTSTMNT01_2780943,Red,LJL,2022,12.04,V3 Esports,complete,0,0,-1720.0,1.0,3.0,3.0,1.0,2.0,0.0,3.0,9.0,612.0,14.2601,0.0,2.0,-6.0,14.2601,-2.0
ESPORTSTMNT01_2780956,Blue,LJL,2022,12.04,AXIZ,complete,0,0,-143.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,10.0,410.0,13.3841,1.0,1.0,-8.0,13.3841,0.0
ESPORTSTMNT01_2780956,Red,LJL,2022,12.04,Fukuoka SoftBank HAWKS gaming,complete,1,1,143.0,1.0,4.0,1.0,1.0,2.0,0.0,10.0,2.0,502.0,16.3874,1.0,1.0,8.0,16.3874,0.0
ESPORTSTMNT01_2780990,Blue,HC,2022,12.04,Inside Games Challengers,complete,1,1,-203.0,1.0,4.0,1.0,1.0,0.0,0.0,11.0,2.0,470.0,14.4837,0.0,0.0,9.0,14.4837,0.0
ESPORTSTMNT01_2780990,Red,HC,2022,12.04,ERKO Esports,complete,0,0,203.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,11.0,396.0,12.2033,0.0,0.0,-9.0,12.2033,0.0
ESPORTSTMNT01_2780991,Blue,LJL,2022,12.04,QT DIG∞,complete,0,0,163.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,9.0,468.0,14.6022,1.0,0.0,-6.0,14.6022,1.0
ESPORTSTMNT01_2780991,Red,LJL,2022,12.04,Crest Gaming Act,complete,1,1,-163.0,1.0,5.0,0.0,1.0,1.0,0.0,9.0,3.0,506.0,15.787700000000001,0.0,1.0,6.0,15.787700000000001,-1.0
ESPORTSTMNT01_2781007,Blue,HC,2022,12.04,Dark Tigers Academy,complete,1,1,-11.0,1.0,2.0,3.0,1.0,0.0,0.0,11.0,3.0,366.0,12.2136,0.0,0.0,8.0,12.2136,0.0
ESPORTSTMNT01_2781007,Red,HC,2022,12.04,KIA.eSuba Academy,complete,0,0,11.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,11.0,402.0,13.415,0.0,0.0,-8.0,13.415,0.0
ESPORTSTMNT01_2781010,Blue,LJL,2022,12.04,DetonatioN FocusMe,complete,0,0,-413.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9.0,370.0,13.4463,0.0,1.0,-7.0,13.4463,-1.0
ESPORTSTMNT01_2781010,Red,LJL,2022,12.04,Rascal Jester,complete,1,1,413.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,2.0,372.0,13.519,1.0,0.0,7.0,13.519,1.0
ESPORTSTMNT01_2781026,Blue,HC,2022,12.04,eKoVy,complete,0,0,-668.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,9.0,440.0,12.3595,1.0,2.0,-6.0,12.3595,-1.0
ESPORTSTMNT01_2781026,Red,HC,2022,12.04,Rulers Esports,complete,1,1,668.0,1.0,4.0,2.0,1.0,0.0,0.0,9.0,3.0,494.0,13.8765,2.0,1.0,6.0,13.8765,1.0
ESPORTSTMNT01_2781109,Blue,CBLOL,2022,12.04,INTZ,complete,0,0,-2471.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,302.0,12.488,0.0,2.0,-10.0,12.488,-2.0
ESPORTSTMNT01_2781109,Red,CBLOL,2022,12.04,LOUD,complete,1,1,2471.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,1.0,340.0,14.0592,2.0,0.0,10.0,14.0592,2.0
ESPORTSTMNT01_2781166,Blue,CBLOL,2022,12.04,paiN Gaming,complete,1,1,-224.0,1.0,3.0,2.0,1.0,0.0,0.0,10.0,3.0,602.0,17.151,0.0,0.0,7.0,17.151,0.0
ESPORTSTMNT01_2781166,Red,CBLOL,2022,12.04,Flamengo MDL,complete,0,0,224.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,10.0,478.0,13.6183,0.0,0.0,-7.0,13.6183,0.0
ESPORTSTMNT01_2781212,Blue,CBLOL,2022,12.04,RED Canids,complete,1,1,-414.0,1.0,1.0,3.0,1.0,0.0,0.0,10.0,3.0,514.0,15.8072,0.0,0.0,7.0,15.8072,0.0
ESPORTSTMNT01_2781212,Red,CBLOL,2022,12.04,Miners,complete,0,0,414.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,10.0,408.0,12.5475,0.0,0.0,-7.0,12.5475,0.0
ESPORTSTMNT01_2781245,Blue,CBLOL,2022,12.04,Liberty,complete,0,0,-294.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,10.0,490.0,15.3205,1.0,0.0,-5.0,15.3205,1.0
ESPORTSTMNT01_2781245,Red,CBLOL,2022,12.04,KaBuM! Esports,complete,1,1,294.0,1.0,4.0,1.0,1.0,0.0,0.0,10.0,5.0,546.0,17.0714,0.0,1.0,5.0,17.0714,-1.0
ESPORTSTMNT01_2781270,Blue,CBLOL,2022,12.04,Rensga eSports,complete,1,1,-179.0,0.0,1.0,4.0,1.0,0.0,0.0,10.0,7.0,602.0,16.1973,0.0,0.0,3.0,16.1973,0.0
ESPORTSTMNT01_2781270,Red,CBLOL,2022,12.04,FURIA,complete,0,0,179.0,1.0,4.0,1.0,0.0,0.0,0.0,7.0,10.0,524.0,14.0985,0.0,0.0,-3.0,14.0985,0.0
ESPORTSTMNT01_2781375,Blue,LCS,2022,12.04,Evil Geniuses,complete,0,0,271.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,8.0,378.0,13.6874,1.0,0.0,-7.0,13.6874,1.0
ESPORTSTMNT01_2781375,Red,LCS,2022,12.04,Cloud9,complete,1,1,-271.0,1.0,4.0,0.0,1.0,0.0,0.0,8.0,1.0,336.0,12.1666,0.0,1.0,7.0,12.1666,-1.0
ESPORTSTMNT01_2781403,Blue,LCS,2022,12.04,FlyQuest,complete,1,1,608.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,3.0,494.0,15.2156,1.0,0.0,4.0,15.2156,1.0
ESPORTSTMNT01_2781403,Red,LCS,2022,12.04,Dignitas,complete,0,0,-608.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,7.0,482.0,14.8459,0.0,1.0,-4.0,14.8459,-1.0
ESPORTSTMNT01_2781427,Blue,LCS,2022,12.04,Golden Guardians,complete,0,0,-3.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,10.0,500.0,14.0845,0.0,0.0,-8.0,14.0845,0.0
ESPORTSTMNT01_2781427,Red,LCS,2022,12.04,TSM,complete,1,1,3.0,1.0,4.0,2.0,1.0,0.0,0.0,10.0,2.0,618.0,17.4085,0.0,0.0,8.0,17.4085,0.0
ESPORTSTMNT01_2781743,Blue,NLC,2022,12.04,JD|XL,complete,1,1,791.0,1.0,3.0,1.0,1.0,0.0,0.0,10.0,0.0,396.0,15.339,1.0,0.0,10.0,15.339,1.0
ESPORTSTMNT01_2781743,Red,NLC,2022,12.04,MNM Gaming,complete,0,0,-791.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,274.0,10.6134,0.0,1.0,-10.0,10.6134,-1.0
ESPORTSTMNT01_2781745,Blue,LVP SL,2022,12.04,UCAM Esports,complete,1,1,-459.0,1.0,4.0,2.0,1.0,0.0,0.0,9.0,6.0,552.0,14.6033,0.0,0.0,3.0,14.6033,0.0
ESPORTSTMNT01_2781745,Red,LVP SL,2022,12.04,MAD Lions Madrid,complete,0,0,459.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0,9.0,674.0,17.8307,0.0,0.0,-3.0,17.8307,0.0
ESPORTSTMNT01_2781781,Blue,NLC,2022,12.04,Bifrost,complete,1,1,-395.0,1.0,4.0,1.0,0.0,0.0,0.0,9.0,3.0,470.0,14.4171,0.0,0.0,6.0,14.4171,0.0
ESPORTSTMNT01_2781781,Red,NLC,2022,12.04,NYYRIKKI,complete,0,0,395.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,9.0,454.0,13.9263,0.0,0.0,-6.0,13.9263,0.0
ESPORTSTMNT01_2781789,Blue,LVP SL,2022,12.04,Fnatic TQ,complete,1,1,-16.0,1.0,3.0,2.0,1.0,0.0,0.0,11.0,5.0,526.0,14.4109,1.0,0.0,6.0,14.4109,1.0
ESPORTSTMNT01_2781789,Red,LVP SL,2022,12.04,G2 Arctic,complete,0,0,16.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,11.0,490.0,13.4246,0.0,1.0,-6.0,13.4246,-1.0
ESPORTSTMNT01_2781816,Blue,NLC,2022,12.04,X7 Esports,complete,0,0,190.0,1.0,5.0,1.0,0.0,0.0,0.0,8.0,6.0,654.0,17.1804,1.0,0.0,2.0,17.1804,1.0
ESPORTSTMNT01_2781816,Red,NLC,2022,12.04,Vanir,complete,1,1,-190.0,0.0,1.0,5.0,1.0,0.0,0.0,6.0,8.0,514.0,13.5026,0.0,1.0,-2.0,13.5026,-1.0
ESPORTSTMNT01_2781830,Blue,LVP SL,2022,12.04,Barça eSports,complete,1,1,246.0,1.0,3.0,0.0,1.0,0.0,0.0,9.0,1.0,348.0,14.4899,0.0,0.0,8.0,14.4899,0.0
ESPORTSTMNT01_2781830,Red,LVP SL,2022,12.04,Giants,complete,0,0,-246.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,258.0,10.7427,0.0,0.0,-8.0,10.7427,0.0
ESPORTSTMNT01_2781865,Blue,NLC,2022,12.04,Dusty,complete,1,1,336.0,1.0,4.0,0.0,1.0,0.0,0.0,10.0,0.0,324.0,12.7979,1.0,0.0,10.0,12.7979,1.0
ESPORTSTMNT01_2781865,Red,NLC,2022,12.04,Team Singularity,complete,0,0,-336.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,252.0,9.954,0.0,1.0,-10.0,9.954,-1.0
ESPORTSTMNT01_2781868,Blue,LVP SL,2022,12.04,KOI,complete,1,1,567.0,0.0,2.0,3.0,1.0,1.0,0.0,8.0,2.0,442.0,14.4445,0.0,0.0,6.0,14.4445,0.0
ESPORTSTMNT01_2781868,Red,LVP SL,2022,12.04,Team Heretics,complete,0,0,-567.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,8.0,406.0,13.268,0.0,0.0,-6.0,13.268,0.0
ESPORTSTMNT01_2781896,Blue,NLC,2022,12.04,Astralis Talent,complete,0,0,-465.0,0.0,2.0,3.0,1.0,0.0,0.0,6.0,8.0,538.0,14.3978,1.0,1.0,-2.0,14.3978,0.0
ESPORTSTMNT01_2781896,Red,NLC,2022,12.04,Riddle Esports,complete,1,1,465.0,1.0,3.0,2.0,0.0,0.0,0.0,8.0,6.0,478.0,12.7922,1.0,1.0,2.0,12.7922,0.0
ESPORTSTMNT01_2781915,Blue,LVP SL,2022,12.04,BISONS ECLUB,complete,1,1,408.0,0.0,2.0,2.0,1.0,0.0,0.0,9.0,2.0,432.0,15.4562,0.0,0.0,7.0,15.4562,0.0
ESPORTSTMNT01_2781915,Red,LVP SL,2022,12.04,Movistar KOI,complete,0,0,-408.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,9.0,370.0,13.2379,0.0,0.0,-7.0,13.2379,0.0
ESPORTSTMNT01_2781949,Blue,PGC,2022,12.04,Maryville University,complete,1,1,-691.0,0.0,2.0,2.0,1.0,0.0,0.0,10.0,4.0,484.0,15.8775,0.0,1.0,6.0,15.8775,-1.0
ESPORTSTMNT01_2781949,Red,PGC,2022,12.04,Supernova,complete,0,0,691.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,10.0,420.0,13.7781,1.0,0.0,-6.0,13.7781,1.0
ESPORTSTMNT01_2781950,Blue,PGC,2022,12.04,Bogged,complete,0,0,-110.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,7.0,404.0,13.0814,0.0,2.0,-5.0,13.0814,-2.0
ESPORTSTMNT01_2781950,Red,PGC,2022,12.04,Winthrop University,complete,1,1,110.0,1.0,3.0,2.0,0.0,0.0,0.0,7.0,2.0,458.0,14.8301,2.0,0.0,5.0,14.8301,2.0
ESPORTSTMNT01_2781964,Blue,GL,2022,12.04,Braves Rising,complete,1,1,-204.0,0.0,2.0,3.0,1.0,0.0,0.0,8.0,4.0,694.0,18.0182,0.0,0.0,4.0,18.0182,0.0
ESPORTSTMNT01_2781964,Red,GL,2022,12.04,Zeu5 Bogota,complete,0,0,204.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,8.0,566.0,14.6949,0.0,0.0,-4.0,14.6949,0.0
ESPORTSTMNT01_2781969,Blue,PGC,2022,12.04,Supernova,complete,0,0,860.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,9.0,334.0,11.2903,1.0,0.0,-4.0,11.2903,1.0
ESPORTSTMNT01_2781969,Red,PGC,2022,12.04,Maryville University,complete,1,1,-860.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,5.0,494.0,16.6986,0.0,1.0,4.0,16.6986,-1.0
ESPORTSTMNT01_2781971,Blue,EL,2022,12.04,Goat Esports,complete,1,1,669.0,1.0,4.0,1.0,0.0,0.0,0.0,9.0,3.0,604.0,16.4878,0.0,0.0,6.0,16.4878,0.0
ESPORTSTMNT01_2781971,Red,EL,2022,12.04,Red Rooster Team,complete,0,0,-669.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,9.0,638.0,17.4159,0.0,0.0,-6.0,17.4159,0.0
ESPORTSTMNT01_2781974,Blue,PGC,2022,12.04,Winthrop University,complete,0,0,247.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,338.0,12.0356,0.0,0.0,-6.0,12.0356,0.0
ESPORTSTMNT01_2781974,Red,PGC,2022,12.04,Bogged,complete,1,1,-247.0,1.0,4.0,0.0,1.0,0.0,0.0,8.0,2.0,346.0,12.3205,0.0,0.0,6.0,12.3205,0.0
ESPORTSTMNT01_2781980,Blue,PGC,2022,12.04,Maryville University,complete,0,0,877.0,0.0,1.0,5.0,1.0,0.0,0.0,10.0,7.0,564.0,15.02,0.0,0.0,3.0,15.02,0.0
ESPORTSTMNT01_2781980,Red,PGC,2022,12.04,Wildcard Aces,complete,1,1,-877.0,1.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,508.0,13.5286,0.0,0.0,-3.0,13.5286,0.0
ESPORTSTMNT01_2781982,Blue,PGC,2022,12.04,Bogged,complete,0,0,-372.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,11.0,426.0,11.9663,0.0,1.0,-9.0,11.9663,-1.0
ESPORTSTMNT01_2781982,Red,PGC,2022,12.04,Winthrop University,complete,1,1,372.0,1.0,3.0,2.0,1.0,0.0,0.0,11.0,2.0,496.0,13.932500000000001,1.0,0.0,9.0,13.932500000000001,1.0
ESPORTSTMNT01_2781984,Blue,GL,2022,12.04,Zeu5 Bogota,complete,1,1,-472.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,1.0,410.0,14.1217,0.0,1.0,8.0,14.1217,-1.0
ESPORTSTMNT01_2781984,Red,GL,2022,12.04,Braves Rising,complete,0,0,472.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,336.0,11.5729,1.0,0.0,-8.0,11.5729,1.0
ESPORTSTMNT01_2781985,Blue,EL,2022,12.04,Bandits Gaming,complete,1,1,-265.0,1.0,2.0,2.0,1.0,0.0,0.0,8.0,2.0,358.0,12.2884,0.0,0.0,6.0,12.2884,0.0
ESPORTSTMNT01_2781985,Red,EL,2022,12.04,Gravity Elite,complete,0,0,265.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,420.0,14.4164,0.0,0.0,-6.0,14.4164,0.0
ESPORTSTMNT01_2781992,Blue,PGC,2022,12.04,Maryville University,complete,0,0,244.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,7.0,524.0,14.802299999999999,0.0,0.0,-2.0,14.802299999999999,0.0
ESPORTSTMNT01_2781992,Red,PGC,2022,12.04,Wildcard Aces,complete,1,1,-244.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,5.0,458.0,12.937899999999999,0.0,0.0,2.0,12.937899999999999,0.0
ESPORTSTMNT01_2781996,Blue,EL,2022,12.04,Janus Esports,complete,1,1,1427.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,244.0,11.4644,2.0,0.0,9.0,11.4644,2.0
ESPORTSTMNT01_2781996,Red,EL,2022,12.04,Fuego,complete,0,0,-1427.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,164.0,7.7056,0.0,2.0,-9.0,7.7056,-2.0
ESPORTSTMNT01_2781997,Blue,GL,2022,12.04,Zeu5 Bogota,complete,1,1,704.0,0.0,2.0,2.0,1.0,0.0,0.0,9.0,2.0,488.0,15.37,2.0,2.0,7.0,15.37,0.0
ESPORTSTMNT01_2781997,Red,GL,2022,12.04,Braves Rising,complete,0,0,-704.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,9.0,386.0,12.1574,2.0,2.0,-7.0,12.1574,0.0
ESPORTSTMNT01_2781998,Blue,PGC,2022,12.04,Ginger Turmeric,complete,1,1,-442.0,0.0,2.0,3.0,0.0,0.0,0.0,9.0,7.0,470.0,13.6496,0.0,1.0,2.0,13.6496,-1.0
ESPORTSTMNT01_2781998,Red,PGC,2022,12.04,Evil Geniuses Prodigies,complete,0,0,442.0,1.0,3.0,2.0,1.0,0.0,0.0,7.0,9.0,510.0,14.8111,1.0,0.0,-2.0,14.8111,1.0
